,Ticker,Name,Exchange,Category Name,Country,ratio,earnings,dividends
16249,FRES.MX,Fresnillo PLC,MEX,Industrial Metals & Minerals,Mexico,3.1119901625257413,2119641000.0,True
16285,SSUN.SG,SAMSUNG ELECTRONICS CO. LTD. R.,STU,Electronic Equipment,Germany,3.7046111523514256,243770000000000.0,True
16288,SSUN.F,"Samsung Electronics Co., Ltd.",FRA,Electronic Equipment,France,3.931182799943214,230400881000000.0,True
16291,SMSNN.MX,"Samsung Electronics Co., Ltd.",MEX,Electronic Equipment,Mexico,3.931182799943214,230400881000000.0,True
16304,GENUSPOWER.NS,Genus Power Infrastructures Limited,NSI,Diversified Electronics,India,2.324280418774141,10554666000.0,True
16322,GENESYS.NS,Genesys International Corporation Limited,NSI,Information Technology Services,India,5.653352685155992,1147309448.0,True
16337,SHANTIGEAR.NS,Shanthi Gears Limited,NSI,Diversified Machinery,India,6.977047882865058,2429700000.0,True
16415,GIPCL.NS,Gujarat Industries Power Company Limited,NSI,Electric Utilities,India,3.0392337287780378,14073526000.0,True
16434,GILLETTE.NS,Gillette India Limited,NSI,Personal Products,India,2.8034291010194625,18616500000.0,True
16450,GLAXO.NS,GlaxoSmithkline Pharmaceuticals Limited,NSI,Drug Manufacturers - Major,India,2.2079334793506002,31281188000.0,True
16453,GLB.L,Glanbia plc,LSE,Food - Major Diversified,United Kingdom,2.001706886403767,3875700000.0,True
16479,GSKCONS.NS,GlaxoSmithKline Consumer Healthcare Limited,NSI,Food - Major Diversified,India,3.0749798581141663,47820053000.0,True
16486,HGS.NS,Hinduja Global Solutions Limited,NSI,Staffing & Outsourcing Services,India,2.2533596610522526,48166682000.0,True
16492,GMBREW.NS,G.M.Breweries Limited,NSI,Beverages - Wineries & Distillers,India,7.466908310076917,9822619000.0,True
16494,GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,NSI,Industrial Metals & Minerals,India,5.852908521025329,18796782000.0,True
16563,GOLDIAM.NS,Goldiam International Limited,NSI,Jewelry Stores,India,5.612886432569447,4536941000.0,True
16577,GODFRYPHLP.NS,Godfrey Phillips India Limited,NSI,"Tobacco Products, Other",India,3.6049977433659417,24972305000.0,True
16591,GPPL.NS,Gujarat Pipavav Port Limited,NSI,Shipping,India,7.309866677386843,7019800000.0,True
16595,GULFPETRO.NS,GP Petroleums Limited,NSI,Oil & Gas Refining & Marketing,India,2.1801372527407046,6068772474.0,True
16599,GREAVESCOT.NS,Greaves Cotton Limited,NSI,Diversified Machinery,India,3.0785678030623465,20153200000.0,True
16600,GRANULES.NS,Granules India Limited,NSI,Drug Manufacturers - Major,India,2.0523848478411897,22791977000.0,True
16653,GULFOILLUB.NS,Gulf Oil Lubricants India Limited,NSI,Oil & Gas Refining & Marketing,India,2.0558119464794657,17057963000.0,True
16654,GULPOLY.NS,Gulshan Polyols Limited,NSI,Chemicals - Major Diversified,India,2.5159012886732404,6738861000.0,True
16660,TAJGVK.NS,TAJGVK Hotels & Resorts Limited,NSI,Lodging,India,2.2288746682923555,3235380000.0,True
16704,HAVELLS.NS,Havells India Limited,NSI,Diversified Machinery,India,2.427745997359781,100734300000.0,True
16718,HBLPOWER.NS,HBL Power Systems Limited,NSI,Diversified Electronics,India,2.9423564170455365,12617395000.0,True
16730,HCLTECH.NS,HCL Technologies Limited,NSI,Information Technology Services,India,3.53274868566212,8632425000.0,True
16759,HMSB.SG,H & M HENNES & MAURITZ AB Namn-,STU,Textile - Apparel Clothing,Germany,2.2745843027599317,200004000000.0,True
16770,UDG.L,UDG Healthcare plc,LSE,Medical Equipment Wholesale,United Kingdom,2.3685577428659137,1298523000.0,True
16782,HEG.NS,HEG Limited,NSI,Diversified Electronics,India,3.8087397236338663,65928300000.0,True
16784,HEN.F,Henkel AG & Co. KGaA,FRA,Personal Products,France,2.4548936835522204,20114000000.0,True
16794,HERCULES.NS,Hercules Hoists Limited,NSI,Diversified Machinery,India,18.85621760032133,1021684000.0,True
16797,HEROMOTOCO.NS,Hero MotoCorp Limited,NSI,Auto Manufacturers - Major,India,3.5127034989673187,339708200000.0,True
16802,HEXAWARE.NS,Hexaware Technologies Limited,NSI,Information Technology Services,India,2.9707178269151417,55825180000.0,True
16826,HINDCOMPOS.NS,Hindustan Composites Limited,NSI,Auto Parts,India,9.109053805614751,1966131000.0,True
16844,HIK.L,Hikma Pharmaceuticals PLC,LSE,Drugs - Generic,United Kingdom,2.1821210438645195,2207000000.0,True
16846,1883.HK,CITIC Telecom International Holdings Limited,HKG,Wireless Communications,Hong Kong,2.051481005829154,9013980000.0,True
16848,1137.HK,Hong Kong Television Network Limited,HKG,Wireless Communications,Hong Kong,2.5253703332026816,1413958000.0,True
16852,0880.HK,SJM HOLDINGS,HKG,Resorts & Casinos,Hong Kong,2.0298172570236988,33875000000.0,True
16853,0823.HK,LINK REIT,HKG,REIT - Retail,Hong Kong,6.033793305150089,10037000000.0,True
16857,0623.HK,SINOMEDIA,HKG,Advertising Agencies,Hong Kong,4.953848200258002,1496813000.0,True
16859,0560.HK,CHU KONG SHIP,HKG,Shipping,Hong Kong,4.719170344923574,2147876000.0,True
16860,0533.HK,GOLDLION HOLD,HKG,Apparel Stores,Hong Kong,5.4097567800662825,1591930000.0,True
16863,0511.HK,TVB,HKG,Broadcasting - TV,Hong Kong,2.8587225556602838,3648762000.0,True
16865,0435.HK,SUNLIGHT REIT,HKG,REIT - Diversified,Hong Kong,4.322018255049283,850705000.0,True
16866,0420.HK,FOUNTAIN SET,HKG,Textile Industrial,Hong Kong,3.0942655989681302,6605655000.0,True
16869,0373.HK,ALLIED GROUP,HKG,Asset Management,Hong Kong,3.4330281451339437,5225200000.0,True
16875,0270.HK,GUANGDONG INV,HKG,Conglomerates,Hong Kong,2.9700752396838417,16691209000.0,True
16890,0160.HK,HON KWOK LAND,HKG,Asset Management,Hong Kong,2.6159760812299813,1478353000.0,True
16892,0156.HK,LIPPO CHINA RES,HKG,Asset Management,Hong Kong,3.5995118900324954,2484874000.0,True
16899,0066.HK,MTR CORPORATION,HKG,Railroads,Hong Kong,2.8239142321512265,54504000000.0,True
16900,0051.HK,HARBOUR CENTRE,HKG,Lodging,Hong Kong,2.599835134640044,1395000000.0,True
16901,0031.HK,CHINA AEROSPACE,HKG,Aerospace/Defense - Major Diversified,Hong Kong,2.7619240893378167,3450824000.0,True
16902,0014.HK,HYSAN DEV,HKG,Real Estate Development,Hong Kong,6.038392134901375,4178000000.0,True
16903,0010.HK,HANG LUNG GROUP,HKG,Real Estate Development,Hong Kong,3.883285984848485,9618000000.0,True
16904,0002.HK,CLP HOLDINGS,HKG,Electric Utilities,Hong Kong,2.1665298062447453,85689000000.0,True
16910,0229.HK,RAYMOND IND,HKG,Electronic Equipment,Hong Kong,3.5864410686312587,1155578000.0,True
16911,0411.HK,LAM SOON (HK),HKG,Food - Major Diversified,Hong Kong,4.210423611340309,5316205000.0,True
16916,1093.HK,CSPC Pharmaceutical Group Limited,HKG,Drug Manufacturers - Major,Hong Kong,3.8702521132967966,22103192000.0,True
16926,0118.HK,COSMOS MACH,HKG,Diversified Machinery,Hong Kong,2.1388092140280324,2344923000.0,True
16929,0087.HK,Swire Pacific Limited,HKG,Conglomerates,Hong Kong,3.944460827681117,85652000000.0,True
16930,0194.HK,LIU CHONG HING,HKG,Asset Management,Hong Kong,6.8574738016861225,1276508000.0,True
16936,0605.HK,China Financial Services Holdings Limited,HKG,"Specialty Retail, Other",Hong Kong,2.780756708520117,797035000.0,True
16942,0034.HK,KOWLOON DEV,HKG,Real Estate Development,Hong Kong,2.505092780267257,11623523000.0,True
16943,1881.HK,REGAL REIT,HKG,REIT - Hotel/Motel,Hong Kong,2.371238219983126,975632000.0,True
16946,0097.HK,HENDERSON INV,HKG,Real Estate Development,Hong Kong,2.023847376788553,1707000000.0,True
16949,0518.HK,Tungtex (Holdings) Company Limited,HKG,Textile - Apparel Clothing,Hong Kong,2.2606092210970066,965928000.0,True
16950,0216.HK,"Chinney Investments, Limited",HKG,Textile - Apparel Clothing,Hong Kong,2.46445601367082,1478353000.0,True
16951,1203.HK,Guangnan (Holdings) Limited,HKG,Steel & Iron,Hong Kong,6.590797392068045,2369724000.0,True
16956,0570.HK,TRAD CHI MED,HKG,Medical Instruments & Supplies,Hong Kong,2.4192598524919915,14320949000.0,True
16957,2778.HK,CHAMPION REIT,HKG,REIT - Retail,Hong Kong,4.440431282351058,3080669000.0,True
16961,1126.HK,DREAM INT'L,HKG,"Specialty Retail, Other",Hong Kong,3.6368562446540738,3973461000.0,True
16962,0226.HK,LIPPO,HKG,Asset Management,Hong Kong,5.363372411557669,2554210000.0,True
16967,0345.HK,Vitasoy International Holdings Limited,HKG,Beverages - Soft Drinks,Hong Kong,2.4404589460730888,7526495000.0,True
16968,0056.HK,Allied Properties (H.K.) Limited,HKG,Real Estate Development,Hong Kong,3.4477997211781446,3183900000.0,True
16969,0018.HK,ORIENTAL PRESS,HKG,Publishing - Newspapers,Hong Kong,12.641016975092144,1004986000.0,True
16986,BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited,NSI,Asset Management,India,473.0192644483362,4313300000.0,True
16991,PHBN.F,Sonova Holding AG,FRA,Medical Appliances & Equipment,France,2.239876852431643,2763200000.0,True
16997,HLBN.F,LafargeHolcim Ltd,FRA,General Building Materials,France,2.174853604863676,26722000000.0,True
17030,HTMEDIA.NS,HT Media Limited,NSI,Publishing - Newspapers,India,2.3291143398847405,21938700000.0,True
17041,1905.TW,Chung Hwa Pulp Corporation,TAI,Paper & Paper Products,Taiwan,2.2693953971837484,20689397000.0,True
17069,ROMI3.SA,Indústrias Romi S.A.,SAO,Machine Tools & Accessories,Brazil,2.2474246292074254,765506000.0,True
17084,ICRA.NS,ICRA Limited,NSI,Investment Brokerage - National,India,6.003909993483345,3280600000.0,True
17093,IDFC.NS,IDFC Limited,NSI,Credit Services,India,73.03957108267035,3660800000.0,True
17104,MDTN.MX,Medtronic plc,MEX,Medical Appliances & Equipment,Mexico,2.2717694139101363,30557000000.0,True
17143,IGARASHI.NS,Igarashi Motors India Limited,NSI,Auto Parts,India,2.7846284674995783,6256404000.0,True
17163,IVC.NS,IL&FS Investment Managers Limited,NSI,Asset Management,India,7.45751938917818,979302000.0,True
17212,IOSP,Innospec Inc.,NMS,Specialty Chemicals,USA,2.272362739049969,1476900000.0,True
17228,IPCALAB.NS,Ipca Laboratories Limited,NSI,Drugs - Generic,India,3.221165961181817,37731800000.0,True
17229,IP.MI,Interpump Group S.p.A.,MIL,Diversified Machinery,Italy,2.0831452300813282,1368618000.0,True
17230,IPAPPM.NS,International Paper APPM Limited,NSI,Paper & Paper Products,India,2.808725384493157,14273332000.0,True
17296,SPM.MI,Saipem S.p.A.,MIL,Oil & Gas Equipment & Services,Italy,4.106174698795181,8536000000.0,True
17302,MS.MI,Mediaset S.p.A.,MIL,Broadcasting - TV,Italy,3.0390828924162263,2925700000.0,True
17309,ITC.NS,ITC Limited,NSI,"Tobacco Products, Other",India,5.830599468737794,483526800000.0,True
17336,CALT.MI,Caltagirone SpA,MIL,Asset Management,Italy,2.4336684548574805,1441431000.0,True
17357,CAI.MI,Cairo Communication S.p.A.,MIL,Advertising Agencies,Italy,2.032049518569464,1182000000.0,True
17428,JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited,NSI,Drug Manufacturers - Major,India,4.336626105841399,1668256000.0,True
17435,JBCHEPHARM.NS,J. B. Chemicals & Pharmaceuticals Limited,NSI,Drug Manufacturers - Major,India,5.813524832280993,16432004000.0,True
17443,2233.HK,West China Cement Limited,HKG,General Building Materials,Hong Kong,2.723086899524089,7247389000.0,True
17479,JOCIL.NS,Jocil Limited,NSI,Chemicals - Major Diversified,India,5.5106405532197975,4024368092.0,True
17486,MAW.L,"Maruwa Co., Ltd.",LSE,Diversified Electronics,United Kingdom,6.681174402977359,41193000000.0,True
17497,NTO.F,"Nintendo Co., Ltd.",FRA,Multimedia & Graphics Software,France,6.13527110117384,1200560000000.0,True
17561,KIRLOSIND.NS,Kirloskar Industries Limited,NSI,Asset Management,India,3.2319932222236933,22209800000.0,True
17576,KOTHARIPET.NS,Kothari Petrochemicals Limited,NSI,Chemicals - Major Diversified,India,2.327176383644674,2998205000.0,True
17608,KRBL.NS,KRBL Limited,NSI,Food - Major Diversified,India,2.4291298151485936,41204900000.0,True
17635,0947.HK,MOBI DEV,HKG,General Contractors,Hong Kong,2.020254843912052,1257215000.0,True
17646,0320.HK,Computime Group Limited,HKG,Electronic Equipment,Hong Kong,2.3894734686089496,3420131000.0,True
17660,0743.HK,ASIA CEMENT CH,HKG,General Building Materials,Hong Kong,2.567309231961433,12608716000.0,True
17662,0822.HK,KA SHUI INT'L,HKG,Diversified Machinery,Hong Kong,2.6064794375795906,1554364000.0,True
17666,2020.HK,Fidelity RMT-Fidelity SaveEasy 2020,HKG,Textile - Apparel Footwear & Accessories,Hong Kong,2.0448386278211577,33927845000.0,True
17668,0483.HK,BAUHAUS INT'L,HKG,Textile - Apparel Clothing,Hong Kong,7.160058798126433,1300583000.0,True
17669,2008.HK,PHOENIX TV,HKG,Broadcasting - TV,Hong Kong,2.7638946349996,3688231000.0,True
17670,1899.HK,XINGDA INT'L,HKG,Auto Parts,Hong Kong,2.301202586370688,7582682000.0,True
17672,1164.HK,CGN MINING,HKG,Medical Instruments & Supplies,Hong Kong,2.6889920729720926,2076688000.0,True
17680,0220.HK,U-PRESID CHINA,HKG,Food - Major Diversified,Hong Kong,2.6780824784296424,22019737000.0,True
17683,0543.HK,PACIFIC ONLINE,HKG,Internet Information Providers,Hong Kong,3.4433310423046937,990823000.0,True
17689,1368.HK,XTEP INT'L,HKG,Apparel Stores,Hong Kong,2.29798399767266,8182721000.0,True
17705,0215.HK,HUTCHTEL HK,HKG,Wireless Communications,Hong Kong,8.369694203560018,5582000000.0,True
17707,0633.HK,CH ALL ACCESS,HKG,Communication Equipment,Hong Kong,2.1385210354265056,1702670000.0,True
17708,3398.HK,CHINA TING,HKG,Textile - Apparel Clothing,Hong Kong,3.3433244771479944,1899011000.0,True
17717,1177.HK,SINO BIOPHARM,HKG,Biotechnology,Hong Kong,3.236207431460215,24234030000.0,True
17721,3339.HK,LONKING,HKG,Diversified Machinery,Hong Kong,2.638223103131749,11743824000.0,True
17729,0580.HK,SUN.KING ELEC,HKG,Diversified Electronics,Hong Kong,2.9235009591856262,1395638000.0,True
17735,0573.HK,TAO HEUNG HLDGS,HKG,Restaurants,Hong Kong,2.149765242390918,3905708000.0,True
17738,0374.HK,FOUR SEAS MER,HKG,Food Wholesale,Hong Kong,2.3662808744212422,3028987000.0,True
17745,2005.HK,SSY GROUP,HKG,Drug Manufacturers - Major,Hong Kong,3.04444279783099,4635675000.0,True
17750,2314.HK,LEE & MAN PAPER,HKG,Paper & Paper Products,Hong Kong,2.1790473291268184,32208082000.0,True
17758,UNICHEMLAB.NS,Unichem Laboratories Limited,NSI,Drug Manufacturers - Major,India,5.945977248451308,11800468000.0,True
17785,LAXMIMACH.NS,Lakshmi Machine Works Limited,NSI,Diversified Machinery,India,3.2914669249085318,27142265000.0,True
17825,LEN.MX,Lennar Corporation,MEX,Residential Construction,Mexico,2.203227812522301,22259561000.0,True
17846,3588.TW,Leadtrend Technology Corporation,TAI,Semiconductor - Broad Line,Taiwan,6.747831782356224,1048390000.0,True
17856,LGBBROSLTD.NS,L.G. Balakrishnan & Bros Limited,NSI,Auto Parts,India,2.259880376258525,16879987000.0,True
17859,SUVEN.NS,Suven Life Sciences Limited,NSI,Drugs - Generic,India,4.997207225234448,6637950000.0,True
17861,RPGLIFE.NS,RPG Life Sciences Limited,NSI,Drugs - Generic,India,2.7687899493057087,3301600000.0,True
17873,MOIL.NS,MOIL Limited,NSI,Industrial Metals & Minerals,India,6.903878306373677,14406660000.0,True
17874,SYMPHONY.NS,Symphony Limited,NSI,Electronic Equipment,India,2.6687939372787555,8436100000.0,True
17879,BANCOINDIA.NS,Banco Products (India) Limited,NSI,Auto Parts,India,3.1256492003842418,15665937000.0,True
17887,LJ3.SI,OUE Limited,SES,Lodging,Singapore,2.3248158307082734,930837000.0,True
17889,LLIS3.SA,Restoque ComÃ©rcio e ConfecÃ§Ãµes de Roupas S.A.,SAO,Apparel Stores,Brazil,2.5013753274749826,1244145000.0,True
17896,PETRONET.NS,Petronet LNG Limited,NSI,Oil & Gas Refining & Marketing,India,3.0384676693047683,383954300000.0,True
17899,PATINTLOG.NS,Patel Integrated Logistics Limited,NSI,Air Delivery & Freight Services,India,2.2944836820756076,4477482834.0,True
17901,SHREYAS.NS,Shreyas Shipping and Logistics Limited,NSI,Shipping,India,2.084928492849285,6247900000.0,True
17916,LOKESHMACH.NS,Lokesh Machines Limited,NSI,Diversified Machinery,India,2.001290689184956,1904407000.0,True
17917,LOR.DE,L'Oréal S.A.,FRA,Personal Products,France,3.0457737176545843,29873600000.0,True
17919,LOR.F,L'Oréal S.A.,FRA,Personal Products,France,3.0457737176545843,29873600000.0,True
17951,TITAN.NS,Titan Company Limited,NSI,Jewelry Stores,India,2.0804845303337585,197785200000.0,True
17958,TAKE.NS,TAKE Solutions Limited,NSI,Information Technology Services,India,2.893865374505272,20389990000.0,True
17960,0973.HK,L'OCCITANE,HKG,Personal Products,Hong Kong,2.23239131645561,1426874000.0,True
17962,TEN.MI,Tenaris S.A.,MIL,Steel & Iron,Italy,5.5871733959593,7294055000.0,True
17984,MFT.NZ,Mainfreight Limited,NZE,Air Delivery & Freight Services,New Zealand,2.2614321354732505,2953414000.0,True
17986,MASTEK.NS,Mastek Limited,NSI,Information Technology Services,India,3.6483309304646783,10332100000.0,True
18000,MLM.MX,"Martin Marietta Materials, Inc.",MEX,General Building Materials,Mexico,2.1203356842391647,4422300000.0,True
18011,TSMN.MX,Taiwan Semiconductor Manufacturing Company Limited,MEX,Semiconductor - Broad Line,Mexico,3.523838777041711,1069985448000.0,True
18024,MARICO.NS,Marico Limited,NSI,Personal Products,India,2.737875288683602,73340000000.0,True
18028,MRO.MX,Marathon Oil Corporation,MEX,Independent Oil & Gas,Mexico,2.5018536826495303,5125000000.0,True
18036,MANINFRA.NS,Man Infraconstruction Limited,NSI,General Contractors,India,2.2074625466077187,3712571000.0,True
18088,MDN.DE,Medion AG,GER,Electronic Equipment,Germany,2.1611676747506885,741570000.0,True
18111,POLYMED.NS,Poly Medicure Limited,NSI,Medical Instruments & Supplies,India,2.3991063947183444,6108253000.0,True
18122,SHILPAMED.NS,Shilpa Medicare Limited,NSI,Drugs - Generic,India,3.8321711559131337,7333877000.0,True
18132,RATNAMANI.NS,Ratnamani Metals & Tubes Limited,NSI,Steel & Iron,India,3.871100260025088,27549032000.0,True
18133,INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,NSI,Hospitals,India,2.3684363995244824,7881720000.0,True
18166,MIRZAINT.NS,Mirza International Limited,NSI,Textile - Apparel Footwear & Accessories,India,2.2149894720114416,11517000000.0,True
18194,SARDAEN.NS,Sarda Energy & Minerals Limited,NSI,Steel & Iron,India,2.029712626715964,23238896000.0,True
18258,CHLN.MX,China Mobile Limited,MEX,Wireless Communications,Mexico,3.121442434251492,745917000000.0,True
18278,SANGHVIMOV.NS,Sanghvi Movers Limited,NSI,Farm & Construction Machinery,India,2.436073199777494,2823972000.0,True
18285,MPHASIS.NS,MphasiS Limited,NSI,Information Technology Services,India,3.4748770061341365,77309800000.0,True
18289,MPSLTD.NS,MPS Limited,NSI,Publishing - Newspapers,India,8.110792161692263,3682057000.0,True
18305,MRN.PA,Mersen S.A.,PAR,Diversified Electronics,France,2.004047158191096,950200000.0,True
18328,MUNJALSHOW.NS,Munjal Showa Limited,NSI,Auto Parts,India,4.3764180197156985,16692945000.0,True
18362,CADUA.MX,"Corpovael, S.A. de C.V.",MEX,Real Estate Development,Mexico,2.064259986936116,4585188000.0,True
18375,NATCOPHARM.NS,Natco Pharma Limited,NSI,Drug Manufacturers - Major,India,5.298731683290235,20945000000.0,True
18398,NOV.MX,"National Oilwell Varco, Inc.",MEX,Oil & Gas Equipment & Services,Mexico,2.4795398830850464,8479000000.0,True
18434,SUNTV.NS,Sun TV Network Limited,NSI,Broadcasting - TV,India,9.294581664942037,37836600000.0,True
18438,NESCO.NS,Nesco Limited,NSI,Business Services,India,7.566168794194947,3918317000.0,True
18439,NEC.AX,Nine Entertainment Co. Holdings Limited,ASX,Broadcasting - TV,Australia,2.6954598391548754,1965074000.0,True
18453,TVTODAY.NS,T.V. Today Network Limited,NSI,Broadcasting - TV,India,5.428630187946173,7422417000.0,True
18461,NMM.F,Newmont Mining Corporation,FRA,Gold,France,2.276812667312184,9740000000.0,True
18479,NMM.DE,Newmont Mining Corporation,FRA,Gold,France,2.276812667312184,9740000000.0,True
18495,NIITTECH.NS,NIIT Technologies Limited,NSI,Information Technology Services,India,3.6207157258064515,36762000000.0,True
18499,NIPPOBATRY.NS,Indo National Limited,NSI,Diversified Electronics,India,2.041790711584702,4432326000.0,True
18503,NILKAMAL.NS,Nilkamal Limited,NSI,Rubber & Plastics,India,3.7466095767925895,23623637000.0,True
18541,GRINDWELL.NS,Grindwell Norton Limited,NSI,General Building Materials,India,4.294133333333333,15980636000.0,True
18589,NUE.MX,Nucor Corporation,MEX,Steel & Iron,Mexico,2.4286344457992266,22588858000.0,True
18600,NVD.F,NVIDIA Corporation,FRA,Semiconductor - Broad Line,France,3.387791038935629,10918000000.0,True
18610,MEZ.AX,Meridian Energy Limited,ASX,Diversified Utilities,Australia,2.2992857142857144,3491000000.0,True
18642,SCI.NS,The Shipping Corporation of India Limited,NSI,Shipping,India,2.002256158391528,39258600000.0,True
18643,TINPLATE.NS,The Tinplate Company Of India Limited,NSI,Steel & Iron,India,2.528526537821401,25871932000.0,True
18666,SOTL.NS,Savita Oil Technologies Limited,NSI,Specialty Chemicals,India,2.468772884770277,22625187000.0,True
18697,ORIENTPPR.NS,Orient Paper & Industries Limited,NSI,Home Furnishings & Fixtures,India,4.297031918309616,7100448000.0,True
18705,OR.MI,L'Oréal S.A.,MIL,Personal Products,Italy,3.0457737176545843,29873600000.0,True
18707,VINATIORGA.NS,Vinati Organics Limited,NSI,Chemicals - Major Diversified,India,6.963142690053836,11279236000.0,True
18710,ORIENTHOT.NS,Oriental Hotels Limited,NSI,Lodging,India,2.678120040842708,3467858000.0,True
18733,PAGEIND.NS,Page Industries Limited,NSI,Textile - Apparel Clothing,India,2.346415982015195,28521990000.0,True
18747,TSUN.MX,TIM Participações S.A.,MEX,Wireless Communications,Mexico,2.2519777468526447,16981329000.0,True
18788,STARPAPER.NS,Star Paper Mills Limited,NSI,Paper & Paper Products,India,4.338751938751939,3777481000.0,True
18816,PES.F,Pearson plc,FRA,Publishing - Newspapers,France,2.2993688007213704,3869000000.0,True
18825,SUPPETRO.NS,Supreme Petrochem Limited,NSI,Chemicals - Major Diversified,India,2.110628796112836,31876432000.0,True
18827,PTRN.MX,PetroChina Company Limited,MEX,Major Integrated Oil & Gas,Mexico,2.121034104912883,2516810000000.0,True
18840,PERSISTENT.NS,Persistent Systems Limited,NSI,Business Software & Services,India,5.589142310229215,33659410000.0,True
18841,TNPETRO.NS,Tamilnadu Petroproducts Limited,NSI,Chemicals - Major Diversified,India,3.0809108138216748,12453273000.0,True
18849,MANALIPETC.NS,Manali Petrochemicals Limited,NSI,Chemicals - Major Diversified,India,3.290529138247335,8102458000.0,True
18851,WOPA.F,Woodside Petroleum Ltd,FRA,Independent Oil & Gas,France,2.4575519089082385,4873000000.0,True
18856,PFIZER.NS,Pfizer Limited,NSI,Drug Manufacturers - Major,India,4.242707155548377,20815000000.0,True
18893,PIIND.NS,PI Industries Limited,NSI,Agricultural Chemicals,India,3.6287094547964114,28409000000.0,True
18895,SRIPIPES.NS,Srikalahasthi Pipes Limited,NSI,Metal Fabrication,India,2.368364818575912,15588044000.0,True
18898,PIDILITIND.NS,Pidilite Industries Limited,NSI,Specialty Chemicals,India,3.7931275532781368,70787400000.0,True
18908,PLASTIBLEN.NS,Plastiblends India Ltd.,NSI,Specialty Chemicals,India,2.8368540179966097,6268538000.0,True
18928,PONNIERODE.NS,Ponni Sugars (Erode) Limited,NSI,Confectioners,India,3.9828781084386464,1848400000.0,True
18933,POLYPLEX.NS,Polyplex Corporation Limited,NSI,Packaging & Containers,India,4.343953492137709,45698925000.0,True
18935,HONDAPOWER.NS,Honda Siel Power Products Limited,NSI,Diversified Machinery,India,4.736811677988149,8158800000.0,True
18954,TDPOWERSYS.NS,TD Power Systems Limited,NSI,Diversified Machinery,India,2.24928249948138,4590220000.0,True
18970,TTKPRESTIG.NS,TTK Prestige Limited,NSI,Home Furnishings & Fixtures,India,3.401700953440004,21069100000.0,True
19000,PUM.DE,PUMA SE,GER,Textile - Apparel Footwear & Accessories,Germany,2.1597306397306397,4648300000.0,True
19029,INGERRAND.NS,Ingersoll-Rand (India) Limited,NSI,Diversified Machinery,India,3.313892497609032,7390747000.0,True
19034,RAA.F,RATIONAL Aktiengesellschaft,FRA,Industrial Equipment Wholesale,France,3.85331068485898,843633000.0,True
19039,RALLIS.NS,Rallis India Limited,NSI,Agricultural Chemicals,India,2.436343991586511,19839589000.0,True
19044,RAMCOIND.NS,Ramco Industries Limited,NSI,General Building Materials,India,7.723653108942178,10364955000.0,True
19054,RANEHOLDIN.NS,Rane Holdings Limited,NSI,Auto Parts,India,2.013411036504805,25490700000.0,True
19067,RDW.L,Redrow plc,LSE,Residential Construction,United Kingdom,2.5554465161923456,2112000000.0,True
19071,RIIL.NS,Reliance Industrial Infrastructure Limited,NSI,General Contractors,India,10.423230818508594,845858000.0,True
19093,RIO1.F,Rio Tinto plc,FRA,Industrial Metals & Minerals,France,2.063016917293233,43165000000.0,True
19097,RION.MX,Rio Tinto plc,MEX,Industrial Metals & Minerals,Mexico,2.063016917293233,43165000000.0,True
19127,RPL.F,UPM-Kymmene Oyj,FRA,Paper & Paper Products,France,3.2377391686826478,10238000000.0,True
19162,SAP.TO,Saputo Inc.,TOR,Food - Major Diversified,Canada,2.2139705717677094,13501900000.0,True
19164,SAKSOFT.NS,Saksoft Limited,NSI,Information Technology Services,India,2.8319707138499086,3580450000.0,True
19174,SANDESH.NS,The Sandesh Limited,NSI,Publishing - Newspapers,India,11.440471136459472,4388445000.0,True
19176,SAPN.MX,SAP SE,MEX,Technical & System Software,Mexico,2.0486170176572647,27553000000.0,True
19203,TMO.MX,Thermo Fisher Scientific Inc.,MEX,Medical Laboratories & Research,Mexico,2.033756009196684,25542000000.0,True
19204,MAHSCOOTER.NS,Maharashtra Scooters Limited,NSI,Auto Parts,India,29.322525471778807,949730000.0,True
19230,MAHSEAMLES.NS,Maharashtra Seamless Limited,NSI,Steel & Iron,India,2.7800472893889467,30727087000.0,True
19231,SSM.AX,Service Stream Limited,ASX,General Contractors,Australia,2.0279118390685587,850959000.0,True
19255,S08.SI,Singapore Post Limited,SES,Business Services,Singapore,2.731855269786405,1556690000.0,True
19258,0778.HK,FORTUNE REIT,HKG,REIT - Retail,Hong Kong,4.129301226652025,1959697000.0,True
19297,CH8.SI,China Sunsine Chemical Holdings Ltd.,SES,Rubber & Plastics,Singapore,6.514175627452607,3283260000.0,True
19319,S58.SI,SATS Ltd.,SES,"Air Services, Other",Singapore,4.07303952241633,1828019000.0,True
19350,TRS.AX,The Reject Shop Limited,ASX,"Discount, Variety Stores",Australia,2.253270130805232,793687000.0,True
19356,2611.TW,Tze Shin International Co. Ltd.,TAI,Shipping,Taiwan,2.35304430313038,902882000.0,True
19370,SIYSIL.NS,Siyaram Silk Mills Limited,NSI,Textile Industrial,India,2.0098075109765654,18161688000.0,True
19376,SICAGEN.NS,Sicagen India Limited,NSI,General Building Materials,India,2.264724362578128,8203400000.0,True
